Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Is_parent,Household,Age,Seniority,Total_Spent,Total_Accepted_Campaigns,Total_purchases
PostGraduation,Single,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,Parent,2,40,64,133,0,9
Graduation,Together,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,Not Parent,2,55,310,777,0,17
PostGraduation,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,Parent,3,42,372,73,0,9
PostGraduation,Together,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,Parent,4,49,109,121,0,10
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,Parent,2,35,326,424,0,15
Graduation,Single,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,Parent,2,56,27,868,0,13
UnderGraduation,Single,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,Not Parent,1,28,606,756,0,15
PostGraduation,Together,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,Parent,3,32,432,12,0,4
Graduation,Together,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,Parent,3,35,543,937,0,25
Graduation,Single,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,Not Parent,1,39,264,1862,3,17
UnderGraduation,Together,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,Parent,3,35,405,367,0,14
Graduation,Together,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,Parent,3,28,331,443,0,20
Graduation,Together,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,Parent,3,44,246,267,0,13
Graduation,Together,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,Parent,3,42,97,61,0,6
PostGraduation,Single,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,Not Parent,1,54,226,1323,1,21
PostGraduation,Together,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,Parent,3,62,10,63,0,6
UnderGraduation,Together,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,Not Parent,2,44,330,64,0,8
UnderGraduation,Together,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,Parent,3,40,150,562,1,19
Graduation,Together,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,Parent,4,49,29,312,0,19
Graduation,Single,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,Not Parent,1,60,489,1156,0,16
UnderGraduation,Single,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,1,Not Parent,1,31,485,1104,1,16
PostGraduation,Single,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,Parent,3,41,140,16,0,4
PostGraduation,Single,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,Not Parent,1,54,132,2008,1,19
PostGraduation,Single,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,Parent,2,30,303,44,0,9
Graduation,Together,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,Parent,3,43,305,1574,2,14
PostGraduation,Together,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,1,Parent,3,31,256,63,1,5
PostGraduation,Together,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,1,Not Parent,2,31,282,426,1,12
UnderGraduation,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,Not Parent,2,48,529,96,0,6
UnderGraduation,Together,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,Parent,3,36,290,635,0,23
Graduation,Single,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,Parent,2,46,266,757,0,22
PostGraduation,Together,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,Parent,3,35,584,125,0,9
PostGraduation,Single,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,Parent,3,41,408,332,0,16
Graduation,Single,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,Parent,2,35,187,135,0,8
Graduation,Together,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,Parent,3,60,588,330,0,14
Graduation,Single,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,1,Parent,3,52,558,384,0,20
Graduation,Single,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,Parent,3,48,690,1722,0,18
Graduation,Together,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,Parent,5,37,66,78,0,7
UnderGraduation,Single,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,Not Parent,1,29,533,24,0,4
UnderGraduation,Single,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,1,Not Parent,1,62,191,1168,0,25
PostGraduation,Together,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,0,Parent,3,63,530,957,1,17
Graduation,Single,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,Parent,3,47,262,15,0,4
Graduation,Together,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,Parent,3,36,22,57,0,5
Graduation,Together,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,Parent,3,38,594,1956,1,24
Graduation,Single,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,Not Parent,1,29,243,2013,3,21
UnderGraduation,Together,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,Parent,3,40,36,326,0,14
PostGraduation,Together,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,Parent,4,46,693,77,0,9
PostGraduation,Single,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,Not Parent,1,52,422,1313,0,20
PostGraduation,Single,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,Not Parent,1,25,38,30,0,8
Graduation,Together,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,Parent,3,53,512,315,0,14
PostGraduation,Together,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,Parent,3,61,374,660,0,22
Graduation,Together,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,Parent,3,25,514,74,0,7
UnderGraduation,Single,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,Parent,2,36,49,46,0,7
PostGraduation,Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,Parent,2,52,316,86,0,8
Graduation,Single,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,Not Parent,1,69,236,1103,0,25
PostGraduation,Together,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,Parent,3,40,159,61,0,11
Graduation,Together,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,Parent,3,33,222,145,1,9
Graduation,Together,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,Parent,4,58,653,684,0,31
PostGraduation,Together,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,Parent,3,60,229,411,0,16
Graduation,Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,Parent,2,28,624,27,1,4
PostGraduation,Single,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,Not Parent,1,71,358,1060,0,27
Graduation,Together,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,Parent,3,50,669,1459,0,24
Graduation,Together,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,Parent,3,35,669,18,0,4
Graduation,Together,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,1,Not Parent,2,40,645,1833,1,26
PostGraduation,Together,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,Parent,3,54,87,237,0,12
PostGraduation,Single,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,Parent,3,51,32,48,0,10
Graduation,Together,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,1,Parent,4,38,343,515,0,26
Graduation,Together,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,Not Parent,2,40,571,1020,0,15
Graduation,Together,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,Not Parent,2,53,31,1370,0,11
Graduation,Together,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,Parent,3,63,475,1026,0,25
Graduation,Together,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,Parent,3,49,98,301,0,12
Graduation,Together,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,Parent,4,58,653,684,0,31
Graduation,Together,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,0,Parent,3,49,617,499,1,17
Graduation,Together,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,Not Parent,2,20,676,1004,0,21
PostGraduation,Together,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,Parent,3,40,259,218,0,12
Graduation,Together,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,Parent,3,42,402,606,0,22
UnderGraduation,Together,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,Parent,3,46,359,75,0,6
Graduation,Together,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,Parent,5,46,676,106,0,9
Graduation,Together,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,Not Parent,2,66,396,990,0,17
Graduation,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,Not Parent,1,45,158,1097,0,16
UnderGraduation,Together,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,Not Parent,2,18,132,16,1,4
UnderGraduation,Together,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,Not Parent,2,40,104,34,0,5
PostGraduation,Together,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,Not Parent,2,24,672,1711,0,16
PostGraduation,Together,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,0,Parent,4,57,168,438,1,17
UnderGraduation,Together,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,Parent,3,35,537,75,0,7
PostGraduation,Together,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,Parent,3,54,228,225,0,13
PostGraduation,Together,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,Parent,4,62,603,18,0,4
Graduation,Together,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,Parent,3,33,408,470,0,17
Graduation,Single,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,Parent,3,33,442,91,0,9
PostGraduation,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,Not Parent,1,23,136,2525,1,18
Graduation,Together,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,0,Parent,3,64,532,504,0,19
Graduation,Together,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,Parent,3,57,540,235,0,11
PostGraduation,Single,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,Parent,2,53,526,1232,1,21
UnderGraduation,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,Parent,3,56,422,88,0,12
Graduation,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,Parent,2,43,52,17,0,4
Graduation,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,Parent,2,29,331,24,0,5
Graduation,Together,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,Parent,4,49,311,60,0,7
PostGraduation,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,Parent,2,62,308,1020,1,26
PostGraduation,Together,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,Parent,3,52,570,155,0,10
UnderGraduation,Together,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,Parent,4,40,122,51,0,5
PostGraduation,Single,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,1,Not Parent,1,44,554,1812,0,16
PostGraduation,Single,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,Parent,2,45,589,1461,2,25
Graduation,Single,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,Parent,2,54,70,96,0,6
Graduation,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,Parent,2,62,132,160,0,9
PostGraduation,Together,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,Parent,4,45,433,139,0,10
PostGraduation,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,Parent,2,46,434,908,0,22
UnderGraduation,Together,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,Parent,3,49,301,183,0,8
PostGraduation,Together,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,Parent,3,45,455,1161,1,19
PostGraduation,Together,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,Not Parent,2,42,85,988,0,14
UnderGraduation,Single,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,Parent,2,53,658,1072,0,27
Graduation,Together,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,Parent,4,37,291,174,0,12
Graduation,Together,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,0,Parent,3,55,520,758,0,22
PostGraduation,Together,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,Parent,3,56,180,195,0,11
Graduation,Single,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,Parent,2,35,627,31,1,6
PostGraduation,Together,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,Not Parent,2,57,316,1084,0,17
PostGraduation,Together,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,0,Parent,3,58,494,685,1,22
PostGraduation,Together,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,Not Parent,2,49,219,1672,1,26
Graduation,Together,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,Not Parent,2,24,243,43,0,6
PostGraduation,Together,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,0,Parent,4,57,133,49,1,5
Graduation,Together,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,Parent,3,49,403,133,0,9
Graduation,Together,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,0,Parent,3,57,260,363,1,15
Graduation,Together,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,0,Parent,3,59,440,545,0,18
Graduation,Together,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,0,Parent,3,42,245,1065,1,31
Graduation,Together,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,Not Parent,2,45,474,2047,1,21
Graduation,Together,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,Parent,4,42,606,296,0,15
Graduation,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,1,Parent,3,39,366,140,0,11
Graduation,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,Parent,2,49,347,530,0,17
PostGraduation,Together,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,Parent,4,51,690,152,0,13
PostGraduation,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,Not Parent,2,23,266,1598,0,24
Graduation,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,Parent,2,51,526,114,0,8
UnderGraduation,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,Parent,2,28,676,101,0,10
Graduation,Together,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,Parent,3,41,280,25,0,4
UnderGraduation,Single,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,Not Parent,1,57,519,789,1,22
Graduation,Together,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,0,Parent,4,33,334,87,1,7
PostGraduation,Single,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,Parent,3,56,280,90,0,11
PostGraduation,Together,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,Parent,3,55,427,1215,0,20
PostGraduation,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,Not Parent,1,59,260,811,1,22
Graduation,Together,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,Parent,3,28,615,61,1,7
PostGraduation,Together,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,Parent,3,39,318,405,0,18
PostGraduation,Together,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,Parent,4,59,91,72,0,9
Graduation,Single,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,Parent,3,43,499,189,0,14
PostGraduation,Together,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,Parent,3,28,365,40,0,5
Graduation,Single,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,Parent,2,36,140,63,0,10
Graduation,Together,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,Parent,3,31,465,52,0,7
PostGraduation,Together,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,Parent,3,38,58,39,0,5
Graduation,Together,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,Parent,3,43,34,805,0,25
PostGraduation,Together,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,Parent,3,58,73,130,0,8
Graduation,Together,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,Not Parent,2,42,268,1631,3,24
Graduation,Together,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,Parent,3,25,360,34,0,5
Graduation,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,Parent,3,62,212,152,0,12
UnderGraduation,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,Parent,2,30,162,21,0,5
PostGraduation,Together,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,Parent,5,47,269,71,0,7
Graduation,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,Parent,2,52,36,899,1,23
PostGraduation,Together,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,Not Parent,2,67,70,711,0,10
PostGraduation,Together,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,Parent,3,36,694,351,0,16
Graduation,Single,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,Not Parent,1,43,42,8,0,15
UnderGraduation,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,Parent,2,22,573,119,0,11
Graduation,Together,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,Parent,4,46,450,21,0,4
PostGraduation,Together,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,Parent,3,41,97,10,0,4
Graduation,Together,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,Parent,3,39,36,973,1,27
PostGraduation,Together,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,Not Parent,2,49,306,1536,2,13
Graduation,Together,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,Parent,4,62,348,992,1,28
PostGraduation,Together,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,Parent,3,47,492,1529,1,34
Graduation,Together,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,Parent,3,42,290,860,0,17
Graduation,Single,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,Parent,2,51,254,928,0,23
PostGraduation,Together,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,1,Parent,4,44,699,418,0,18
UnderGraduation,Together,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,Parent,3,59,695,587,0,16
Graduation,Together,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,Parent,3,39,48,641,0,19
Graduation,Together,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,0,Parent,4,38,102,23,1,4
Graduation,Together,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,Not Parent,2,45,317,2279,2,23
PostGraduation,Single,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,Parent,3,41,41,49,1,6
PostGraduation,Single,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,Not Parent,1,31,403,1779,1,17
PostGraduation,Together,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,Not Parent,2,32,206,1804,2,27
Graduation,Together,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,Parent,4,54,358,48,0,8
Graduation,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,1,Parent,3,62,115,83,0,7
Graduation,Single,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,Not Parent,1,39,264,1862,3,17
PostGraduation,Together,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,1,Parent,4,51,643,793,0,29
Graduation,Together,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,Parent,3,44,506,84,0,9
PostGraduation,Together,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,Parent,3,66,313,183,0,10
UnderGraduation,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,Not Parent,1,56,8,1383,0,19
Graduation,Together,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,Not Parent,2,70,83,999,1,16
PostGraduation,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,Parent,2,51,523,825,0,24
Graduation,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,Parent,2,42,672,246,1,14
PostGraduation,Together,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,Parent,4,48,467,610,0,25
PostGraduation,Single,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,Parent,2,46,585,76,0,9
Graduation,Together,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,Parent,3,43,488,1286,1,22
PostGraduation,Together,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,Parent,3,39,195,30,1,4
Graduation,Together,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,0,Parent,5,50,544,99,0,8
Graduation,Single,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,Not Parent,1,36,646,1192,1,22
Graduation,Together,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,Parent,3,39,212,362,0,18
Graduation,Together,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,Not Parent,2,31,689,2130,1,19
UnderGraduation,Single,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,Not Parent,1,43,680,1229,2,28
PostGraduation,Together,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,Parent,4,57,647,38,0,6
PostGraduation,Together,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,Not Parent,2,63,343,485,0,17
UnderGraduation,Together,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,Not Parent,2,63,601,434,0,13
Graduation,Single,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,Parent,2,44,472,44,0,5
PostGraduation,Together,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,Parent,3,42,583,496,1,18
UnderGraduation,Together,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,Parent,4,45,386,78,0,7
PostGraduation,Together,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,Not Parent,2,42,504,2346,3,23
Graduation,Together,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,Not Parent,2,43,546,794,0,21
Graduation,Together,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,Not Parent,2,58,297,17,0,4
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,Parent,2,43,333,26,0,5
UnderGraduation,Together,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,Parent,3,41,103,76,0,8
PostGraduation,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,Parent,3,37,204,15,0,4
PostGraduation,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,Parent,3,51,78,62,0,7
PostGraduation,Together,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,Parent,3,60,92,198,0,10
PostGraduation,Together,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,Parent,3,36,247,49,0,5
Graduation,Together,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,0,Parent,3,48,370,802,1,25
Graduation,Together,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,Not Parent,2,68,130,1736,1,15
Graduation,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,Parent,3,36,549,57,0,10
PostGraduation,Together,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,Parent,3,43,390,59,0,2
Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,Not Parent,2,61,482,2302,3,18
UnderGraduation,Together,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,Not Parent,2,29,131,37,0,6
Graduation,Single,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,Parent,3,44,489,310,0,16
Graduation,Together,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,Not Parent,2,35,605,1305,1,19
Graduation,Together,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,Parent,3,48,366,832,0,26
Graduation,Together,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,Parent,4,38,452,401,0,19
PostGraduation,Together,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,Not Parent,2,49,37,1501,2,23
Graduation,Together,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,Not Parent,2,32,166,1189,4,28
Graduation,Together,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,Parent,3,42,342,1194,0,32
PostGraduation,Together,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,Parent,3,54,149,656,0,21
PostGraduation,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,Not Parent,1,58,583,1540,0,23
PostGraduation,Together,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,Parent,3,49,307,311,0,15
UnderGraduation,Together,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,Parent,3,59,235,820,0,26
UnderGraduation,Together,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,Parent,3,25,169,274,0,14
PostGraduation,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,Parent,3,52,435,57,0,9
Graduation,Together,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,Parent,3,49,271,448,0,17
UnderGraduation,Together,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,Parent,4,41,19,44,0,5
Graduation,Together,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,Parent,4,42,335,102,0,8
Graduation,Together,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,Parent,3,30,148,61,0,5
PostGraduation,Together,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,Not Parent,2,54,433,1643,0,27
PostGraduation,Together,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,Parent,3,56,388,397,0,15
Graduation,Together,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,Parent,3,46,173,1121,1,26
Graduation,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,Parent,3,37,664,473,1,16
UnderGraduation,Together,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,Parent,3,40,92,50,0,8
